index,assignment_id,attribute,worker_id,n_clicks,n_seconds,last_modified
20712,3d22dddbf0,content_cat,f23825a9f8,275,259.886,2016-10-07T20:34:33+00:00
20713,4b09f90c70,content_cat,1273eb9d21,127,249.02,2016-10-07T19:54:55+00:00
20714,90311b2b41,content_cat,8f706ce1a0,1,0.187,2016-10-07T19:21:48+00:00
20715,919b2bb859,content_cat,b1228c5730,151,117.255,2016-10-07T19:29:45+00:00
20716,bc91f22443,content_cat,b1228c5730,1,0.17200000000000001,2016-10-07T19:06:45+00:00
20717,f89e863920,content_cat,dede422370,223,163.556,2016-10-07T19:05:21+00:00
20718,15cd5d408a,content_cat,b13f46ce25,135,90.611,2016-10-07T19:10:00+00:00
20719,8d5fa6124d,content_cat,81129e55f0,1,1.217,2016-10-07T19:06:45+00:00
20720,9ae259a751,content_cat,d944b9a9a0,294,416.599,2016-10-07T19:16:59+00:00
20721,2d14c9f64e,content_cat,353028c47a,1,0.487,2016-10-07T19:11:30+00:00
20722,ed10e403e4,content_cat,cb1ff83c77,1,0.12,2016-10-07T19:02:58+00:00
20723,32593ec570,content_cat,d6377a01bd,1,0.187,2016-10-07T19:04:37+00:00
20724,e5bc2f1aab,content_cat,b1228c5730,144,99.687,2016-10-07T19:06:37+00:00
20725,f339255c09,content_cat,7b66695e6f,148,96.05,2016-10-07T19:28:28+00:00
20726,6c23f74793,content_cat,3be6e34960,1,0.096,2016-10-07T20:25:07+00:00
20727,762dc8c7c0,content_cat,1ab84c922d,142,155.64,2016-10-07T19:08:21+00:00
20728,c1e559031e,content_cat,b1228c5730,142,95.817,2016-10-07T19:52:45+00:00
20729,06fbc039e0,content_cat,5fb4d970d7,174,221.661,2016-10-07T19:08:08+00:00
20730,e88e53f6b8,content_cat,b13f46ce25,144,98.104,2016-10-07T19:44:23+00:00
20731,4f44dc3c0c,content_cat,5fb4d970d7,207,266.064,2016-10-07T19:16:20+00:00
20732,8dbf5d5b68,content_cat,7a684cfa8d,143,247.077,2016-10-07T19:11:45+00:00
20733,9e4fa33e1c,content_cat,b13f46ce25,131,100.928,2016-10-07T19:23:17+00:00
20734,5209403e2a,content_cat,7b66695e6f,200,110.521,2016-10-07T19:34:42+00:00
20735,5b786c6232,content_cat,b13f46ce25,110,115.474,2016-10-07T19:08:13+00:00
20736,9fc9be40ac,content_cat,7b66695e6f,147,89.313,2016-10-07T19:18:46+00:00
20737,9164d954f4,content_cat,549b9bc142,1,2.091,2016-10-07T19:11:09+00:00
20738,4cda1f5bb3,content_cat,bde91eefc9,121,212.56,2016-10-07T19:27:10+00:00
20739,1a12637be0,content_cat,b13f46ce25,94,85.756,2016-10-07T19:35:14+00:00
20740,e34ca5cc5e,content_cat,b1228c5730,151,100.852,2016-10-07T19:47:25+00:00
20741,6c23f74793,content_cat,3be6e34960,1,0.078,2016-10-07T20:25:22+00:00
20742,5824c43f8e,content_cat,b1228c5730,1,0.182,2016-10-07T19:10:47+00:00
20743,027c6dd08a,content_cat,549b9bc142,1,1.032,2016-10-07T19:11:13+00:00
20744,7c0a3569a4,content_cat,b13f46ce25,121,94.344,2016-10-07T19:26:56+00:00
20745,492e917670,content_cat,9769e10717,164,184.895,2016-10-07T19:09:01+00:00
20746,1c61a04f6f,content_cat,c0c42c05c1,299,237.043,2016-10-07T19:11:08+00:00
20747,42529fdccf,content_cat,d6377a01bd,1,0.157,2016-10-07T19:04:56+00:00
20748,fc04b0725d,content_cat,7b66695e6f,117,102.355,2016-10-07T19:32:28+00:00
20749,adf72dd53f,content_cat,b13f46ce25,112,97.43,2016-10-07T19:11:47+00:00
20750,6eeee6e2ef,content_cat,353028c47a,1,0.35000000000000003,2016-10-07T19:10:42+00:00
20751,e7e3055a9d,content_cat,9178b8f001,167,151.02,2016-10-07T19:23:29+00:00
20752,52c51bf152,content_cat,4bb66df86d,188,360.137,2016-10-07T19:23:10+00:00
20753,e6f849f970,content_cat,f23825a9f8,210,178.27,2016-10-07T19:37:03+00:00
20754,2612faee51,content_cat,7b66695e6f,132,96.306,2016-10-07T19:17:04+00:00
20755,5143f3a8d1,content_cat,bd676718c0,186,221.605,2016-10-07T19:11:16+00:00
20756,9b552e83a3,content_cat,b1228c5730,1,0.18,2016-10-07T19:10:42+00:00
20757,40bb5dcbd8,content_cat,81129e55f0,151,99.965,2016-10-07T19:11:11+00:00
20758,6f6a083996,content_cat,02c47bfa78,299,234.623,2016-10-07T19:10:33+00:00
20759,6c23f74793,content_cat,3be6e34960,1,0.146,2016-10-07T20:25:21+00:00
20760,63b66629e9,content_cat,46476a1008,281,201.558,2016-10-07T19:09:02+00:00
20761,f5a8aa431f,content_cat,81129e55f0,222,125.836,2016-10-07T19:23:16+00:00
20762,6c23f74793,content_cat,3be6e34960,1,0.37,2016-10-07T20:25:16+00:00
20763,b117d681f1,content_cat,f489ce46e9,46,200.198,2016-10-07T19:09:24+00:00
20764,46289ccea7,content_cat,b13f46ce25,128,90.194,2016-10-07T19:28:36+00:00
20765,0af81a1598,content_cat,b13f46ce25,117,105.196,2016-10-07T19:25:11+00:00
20766,c2b8c74f0a,content_cat,b44315ed05,1,0.301,2016-10-07T19:11:15+00:00
20767,6c23f74793,content_cat,3be6e34960,1,0.15,2016-10-07T20:25:17+00:00
20768,490b33b6b4,content_cat,bdf0a1daae,157,385.297,2016-10-07T19:17:21+00:00
20769,ea0708f5cf,content_cat,549b9bc142,155,154.039,2016-10-07T19:23:16+00:00
20770,4f5d035b3d,content_cat,353028c47a,1,0.678,2016-10-07T19:13:18+00:00
20771,9d34caad76,content_cat,5149b20a84,12,37.78,2016-10-07T19:03:02+00:00
20772,bd02e6e1d5,content_cat,92e56a3bfd,178,136.286,2016-10-07T19:15:20+00:00
20773,b075a1f117,content_cat,353028c47a,1,0.325,2016-10-07T19:11:04+00:00
20774,e77fc659ae,content_cat,41e7b86d51,180,111.354,2016-10-07T19:04:07+00:00
20775,e88db424af,content_cat,b1228c5730,149,102.7,2016-10-07T19:33:30+00:00
20776,8d5fa6124d,content_cat,549b9bc142,104,100.764,2016-10-07T19:40:50+00:00
20777,fdd4403216,content_cat,02c47bfa78,181,132.853,2016-10-07T19:15:55+00:00
20778,fe8789a9db,content_cat,549b9bc142,1,1.6600000000000001,2016-10-07T19:11:08+00:00
20779,c2b8c74f0a,content_cat,b44315ed05,159,168.118,2016-10-07T19:20:36+00:00
20780,7ece88923c,content_cat,b1228c5730,131,88.445,2016-10-07T19:50:54+00:00
20781,ed6138466d,content_cat,549b9bc142,138,110.749,2016-10-07T19:42:57+00:00
20782,1535dfa45e,content_cat,92e56a3bfd,1,0.241,2016-10-07T19:08:10+00:00
20783,d82471413a,content_cat,549b9bc142,148,133.735,2016-10-07T19:59:43+00:00
20784,05ca030284,content_cat,81129e55f0,157,115.662,2016-10-07T19:28:58+00:00
20785,e6d6c51e9a,content_cat,4c13b87057,407,506.064,2016-10-07T19:18:13+00:00
20786,4fbac15aa0,content_cat,81129e55f0,1,0.31,2016-10-07T19:06:02+00:00
20787,4fbac15aa0,content_cat,81129e55f0,1,0.436,2016-10-07T19:13:53+00:00
20788,0c51a3cb6e,content_cat,3b24802591,189,233.505,2016-10-07T19:07:21+00:00
20789,0aad6fefc8,content_cat,549b9bc142,103,172.928,2016-10-07T19:20:11+00:00
20790,f0066fde2e,content_cat,63e7821388,140,313.428,2016-10-07T19:14:58+00:00
20791,586daf7ad9,content_cat,bdf0a1daae,151,283.242,2016-10-07T19:10:49+00:00
20792,e0e50c20be,content_cat,b13f46ce25,120,110.988,2016-10-07T19:13:48+00:00
20793,93b6515714,content_cat,12e7414f19,447,403.683,2016-10-07T19:11:06+00:00
20794,1860bcd7a2,content_cat,6e3808a932,222,137.708,2016-10-07T19:11:25+00:00
20795,3e9b6cba42,content_cat,1273eb9d21,108,123.037,2016-10-07T19:08:04+00:00
20796,9a2ab3ed7b,content_cat,b13f46ce25,142,94.625,2016-10-07T19:30:14+00:00
20797,cd5c2d33d5,content_cat,6e7b3e62ed,187,157.889,2016-10-07T19:20:02+00:00
20798,34fb842e67,content_cat,f80793739b,372,203.361,2016-10-07T19:14:22+00:00
20799,32204cf0fe,content_cat,353028c47a,1,0.422,2016-10-07T19:08:36+00:00
20800,95dd0b5a78,content_cat,b13f46ce25,1,0.246,2016-10-07T19:37:12+00:00
20801,5824c43f8e,content_cat,b1228c5730,172,244.117,2016-10-07T19:22:37+00:00
20802,3c53204205,content_cat,81129e55f0,1,0.253,2016-10-07T19:06:12+00:00
20803,0c75c8d44b,content_cat,549b9bc142,134,122.163,2016-10-07T19:13:34+00:00
20804,1535dfa45e,content_cat,92e56a3bfd,1,0.195,2016-10-07T19:08:03+00:00
20805,25c7d0d3c9,content_cat,353028c47a,151,219.02,2016-10-07T19:27:46+00:00
20806,17e8d2331e,content_cat,b1228c5730,158,108.168,2016-10-07T20:00:26+00:00
20807,90311b2b41,content_cat,8f706ce1a0,472,205.45,2016-10-07T19:25:20+00:00
20808,d38d41778e,content_cat,17388472c7,254,176.392,2016-10-07T19:12:32+00:00
20809,e7e3055a9d,content_cat,9178b8f001,1,0.157,2016-10-07T19:20:54+00:00
20810,25c7d0d3c9,content_cat,353028c47a,1,0.339,2016-10-07T19:09:28+00:00
20811,7a6e60958b,content_cat,b13f46ce25,1,0.167,2016-10-07T19:37:09+00:00
20812,cd5c2d33d5,content_cat,6e7b3e62ed,1,0.40700000000000003,2016-10-07T19:14:19+00:00
20813,cbf43fe0ac,content_cat,6e3808a932,188,180.449,2016-10-07T19:08:57+00:00
20814,a657c030d7,content_cat,1273eb9d21,156,175.527,2016-10-07T19:57:53+00:00
20815,25fc35e4e4,content_cat,14b8271dd4,75,102.433,2016-10-07T19:14:52+00:00
20816,6c23f74793,content_cat,3be6e34960,1,0.256,2016-10-07T20:25:13+00:00
20817,20e62f22f9,content_cat,f23825a9f8,206,141.785,2016-10-07T19:39:47+00:00
20818,19b9ddda0b,content_cat,f23825a9f8,255,169.211,2016-10-07T19:13:01+00:00
20819,000349b8ce,content_cat,f100a5365f,270,163.614,2016-10-07T19:05:45+00:00
20820,b71884af13,content_cat,92e56a3bfd,1,0.436,2016-10-07T19:08:41+00:00
20821,4fbac15aa0,content_cat,81129e55f0,199,126.011,2016-10-07T19:16:41+00:00
20822,1535dfa45e,content_cat,92e56a3bfd,1,0.133,2016-10-07T19:07:52+00:00
20823,6c23f74793,content_cat,3be6e34960,1,0.138,2016-10-07T20:25:20+00:00
20824,6ce42350ea,content_cat,f23825a9f8,213,152.568,2016-10-07T19:20:20+00:00
20825,161cc89a6b,content_cat,2c304803fd,1,0.399,2016-10-07T19:03:37+00:00
20826,d8da3d2e0b,content_cat,0e01655b6c,1,0.387,2016-10-09T00:30:22+00:00
20827,ec566eb185,content_cat,b43c5fb2dc,249,179.412,2016-10-09T00:37:22+00:00
20828,eb9cf08087,content_cat,4d9d9280bd,254,332.96,2016-10-09T00:32:07+00:00
20829,6c4caa65c8,content_cat,4baec1bd57,151,192.788,2016-10-09T00:48:54+00:00
20830,421d417742,content_cat,2d01b0dab5,1,0.355,2016-10-09T00:27:05+00:00
20831,09712d2e97,content_cat,fd83688f89,1,0.164,2016-10-09T00:42:27+00:00
20832,347ddca191,content_cat,1b04bf1ddf,1,2.2439999999999998,2016-10-09T00:46:52+00:00
20833,ba1be7e55e,content_cat,4e8687c220,1,0.148,2016-10-09T01:27:56+00:00
20834,09712d2e97,content_cat,fd83688f89,1,0.181,2016-10-09T01:01:48+00:00
20835,c465f955bc,content_cat,ee714f2d46,259,128.939,2016-10-09T00:41:08+00:00
20836,f1b2b50e53,content_cat,b43c5fb2dc,1,0.113,2016-10-09T00:33:48+00:00
20837,639b660ca9,content_cat,6b293993cd,153,116.666,2016-10-09T00:41:11+00:00
20838,1832784224,content_cat,e40c4f648e,194,178.821,2016-10-09T00:45:12+00:00
20839,a020d1519f,content_cat,6f056e8cdf,208,213.608,2016-10-09T00:32:52+00:00
20840,4636e5c926,content_cat,f63d9153b8,336,202.35,2016-10-09T01:41:15+00:00
20841,eba994aea0,content_cat,b43c5fb2dc,1,0.195,2016-10-09T00:34:08+00:00
20842,aaaeba9376,content_cat,351aaaabe5,1,0.217,2016-10-09T00:26:57+00:00
20843,5dbf48d665,content_cat,b43c5fb2dc,1,0.10300000000000001,2016-10-09T00:37:37+00:00
20844,ae7132835c,content_cat,52bfd4498d,197,152.936,2016-10-09T01:04:06+00:00
20845,c24d5ef721,content_cat,c881da89e8,338,291.45,2016-10-09T01:08:23+00:00
20846,f1b2b50e53,content_cat,b43c5fb2dc,302,160.599,2016-10-09T00:40:04+00:00
20847,dade2ad3cf,content_cat,b13f46ce25,135,106.371,2016-10-09T00:30:11+00:00
20848,983dd9c24f,content_cat,17388472c7,195,277.224,2016-10-09T00:37:41+00:00
20849,f007d3804c,content_cat,6b293993cd,1,0.152,2016-10-09T00:41:20+00:00
20850,ecfc173ec9,content_cat,0e01655b6c,1,0.5760000000000001,2016-10-09T00:37:01+00:00
20851,44ffd26930,content_cat,3f0cc4fec6,266,170.532,2016-10-09T00:43:12+00:00
20852,4441258807,content_cat,acd04daa5e,1,0.321,2016-10-09T00:39:29+00:00
20853,94ef60221a,content_cat,b43c5fb2dc,1,0.09,2016-10-09T00:34:00+00:00
20854,113c895c23,content_cat,acd04daa5e,1,0.34900000000000003,2016-10-09T00:27:33+00:00
20855,d2bc1ed715,content_cat,1b04bf1ddf,1,0.444,2016-10-09T00:59:57+00:00
20856,e7e3459902,content_cat,0e01655b6c,1,0.28400000000000003,2016-10-09T01:19:17+00:00
20857,fad18572ea,content_cat,b43c5fb2dc,1,0.1,2016-10-09T00:40:20+00:00
20858,cbf2a4ed2e,content_cat,b13f46ce25,125,99.961,2016-10-09T00:33:55+00:00
20859,4fdce3749e,content_cat,3f0cc4fec6,299,330.163,2016-10-09T00:39:59+00:00
20860,75f30eb8a3,content_cat,acd04daa5e,1,0.289,2016-10-09T00:30:22+00:00
20861,ebf37fc9ec,content_cat,b43c5fb2dc,187,118.855,2016-10-09T01:02:56+00:00
20862,119a9506b9,content_cat,320789a0f8,288,505.046,2016-10-09T00:39:09+00:00
20863,b468786642,content_cat,52bfd4498d,253,200.177,2016-10-09T00:36:36+00:00
20864,dbf0245eb7,content_cat,127e2edc98,238,566.691,2016-10-09T00:45:12+00:00
20865,55ef3515ad,content_cat,b13f46ce25,130,99.188,2016-10-09T00:32:02+00:00
20866,c210a3c661,content_cat,e0a85a6d94,136,120.261,2016-10-09T01:07:48+00:00
20867,d5535f9e2f,content_cat,6b293993cd,156,158.184,2016-10-09T00:36:32+00:00
20868,0ea3cd13c7,content_cat,657720f988,238,206.332,2016-10-09T00:40:22+00:00
20869,4904d022cc,content_cat,e0a85a6d94,143,118.85,2016-10-09T01:04:03+00:00
20870,4736d1706b,content_cat,87a5adfe92,12,129.131,2016-10-09T01:54:52+00:00
20871,b37edac6c5,content_cat,44188e4241,189,271.25,2016-10-09T01:37:56+00:00
20872,41851ea65e,content_cat,4d9d9280bd,251,211.711,2016-10-09T00:25:57+00:00
20873,2d2e1c8907,content_cat,6b293993cd,170,200.272,2016-10-09T00:33:52+00:00
20874,b2a0ac0f5b,content_cat,6b31f71db3,123,184.7,2016-10-09T00:42:52+00:00
20875,d5cdbed1d6,content_cat,b43c5fb2dc,1,0.147,2016-10-09T00:40:17+00:00
20876,96295565c6,content_cat,b13f46ce25,113,94.64,2016-10-09T00:42:44+00:00
20877,ad6f8c171b,content_cat,a5b0a234d4,88,242.769,2016-10-09T00:41:24+00:00
20878,a4efe784c2,content_cat,1b04bf1ddf,161,129.374,2016-10-09T00:50:47+00:00
20879,2662acd177,content_cat,e40c4f648e,249,133.116,2016-10-09T00:39:02+00:00
20880,40035d2bb7,content_cat,3f0cc4fec6,195,114.68,2016-10-09T00:34:15+00:00
20881,bfdb951d09,content_cat,6b31f71db3,1,2.193,2016-10-09T00:34:59+00:00
20882,e97c1fe083,content_cat,1b04bf1ddf,136,158.737,2016-10-09T01:47:50+00:00
20883,4441258807,content_cat,acd04daa5e,1,0.448,2016-10-09T00:39:41+00:00
20884,0d9ebbc7bf,content_cat,1b04bf1ddf,156,136.788,2016-10-09T01:38:14+00:00
20885,d6a347ea77,content_cat,52bfd4498d,1,0.262,2016-10-09T01:04:33+00:00
20886,daf667b910,content_cat,6b293993cd,167,101.569,2016-10-09T00:46:25+00:00
20887,3c99f100c4,content_cat,143f7d6e8f,161,161.868,2016-10-09T00:40:19+00:00
20888,b157cef66e,content_cat,090a28e332,157,248.215,2016-10-09T00:32:46+00:00
20889,04a889645e,content_cat,657720f988,191,198.783,2016-10-09T00:34:25+00:00
20890,e2ed9c0ed3,content_cat,e0a85a6d94,168,100.844,2016-10-09T01:01:53+00:00
20891,a790e622c8,content_cat,6b293993cd,198,109.055,2016-10-09T00:48:24+00:00
20892,8f2170efb1,content_cat,f7e29b6ae2,1,0.227,2016-10-09T00:33:27+00:00
20893,1b6fe89ca8,content_cat,52bfd4498d,289,217.481,2016-10-09T01:01:28+00:00
20894,fa745e0a65,content_cat,52bfd4498d,244,240.833,2016-10-09T00:57:46+00:00
20895,54e652ff85,content_cat,6b31f71db3,1,2.306,2016-10-09T00:49:07+00:00
20896,d0b52062d3,content_cat,44188e4241,1,0.406,2016-10-09T01:32:57+00:00
20897,96f1759b31,content_cat,a09646512a,284,316.001,2016-10-09T00:38:29+00:00
20898,4441258807,content_cat,acd04daa5e,1,0.244,2016-10-09T00:37:23+00:00
20899,bfd2c32268,content_cat,acd04daa5e,1,0.356,2016-10-09T00:22:16+00:00
20900,00db000af9,content_cat,c00d8e4fec,521,314.747,2016-10-09T00:56:33+00:00
20901,2488b74a30,content_cat,1b04bf1ddf,150,127.648,2016-10-09T00:45:34+00:00
20902,81d4e614cb,content_cat,6b293993cd,179,129.767,2016-10-09T01:00:49+00:00
20903,ed92dfde6e,content_cat,640c668fa4,164,234.101,2016-10-09T00:41:38+00:00
20904,6126755cf8,content_cat,640c668fa4,191,304.845,2016-10-09T00:32:27+00:00
20905,7f3639f72a,content_cat,b43c5fb2dc,1,0.242,2016-10-09T00:58:53+00:00
20906,d658f9194e,content_cat,0e01655b6c,1,0.869,2016-10-09T00:23:22+00:00
20907,113c895c23,content_cat,acd04daa5e,1,0.59,2016-10-09T00:26:34+00:00
20908,746efdf5c5,content_cat,ee714f2d46,209,114.017,2016-10-09T00:38:56+00:00
20909,0379ebe20e,content_cat,143f7d6e8f,188,148.498,2016-10-09T00:43:05+00:00
20910,aaaeba9376,content_cat,351aaaabe5,203,117.253,2016-10-09T00:41:45+00:00
20911,ab194eba06,content_cat,4d9d9280bd,245,164.172,2016-10-09T00:22:01+00:00
20912,94ef60221a,content_cat,b43c5fb2dc,221,158.251,2016-10-09T00:48:39+00:00
20913,00d03dd31b,content_cat,b13f46ce25,130,110.116,2016-10-09T00:38:17+00:00
20914,53cf30de5f,content_cat,b43c5fb2dc,198,175.75,2016-10-09T00:51:36+00:00
20915,2f1913ae6a,content_cat,fd83688f89,251,227.428,2016-10-09T00:37:35+00:00
20916,2a5ccc3a09,content_cat,0e01655b6c,1,0.46900000000000003,2016-10-09T00:47:54+00:00
20917,659f848ce3,content_cat,fd83688f89,200,175.351,2016-10-09T01:01:28+00:00
20918,c8d0a78fee,content_cat,52bfd4498d,265,448.628,2016-10-09T01:59:11+00:00
20919,c2a6f1a205,content_cat,4556e82720,12,188.234,2016-10-09T00:37:22+00:00
20920,5443db9de5,content_cat,e40c4f648e,243,138.256,2016-10-09T00:41:50+00:00
20921,ecfc173ec9,content_cat,0e01655b6c,223,293.84,2016-10-09T00:54:19+00:00
20922,77f118b963,content_cat,6b31f71db3,117,199.295,2016-10-09T00:28:49+00:00
20923,9574593a7a,content_cat,a4b3b60023,252,164.362,2016-10-09T00:40:43+00:00
20924,56878da4a3,content_cat,090a28e332,164,306.787,2016-10-09T00:28:34+00:00
20925,9eeafe947b,content_cat,44383fc337,197,169.856,2016-10-09T00:29:23+00:00
20926,a312c4dd58,content_cat,1b04bf1ddf,1,0.65,2016-10-09T01:10:54+00:00
20927,d2bc1ed715,content_cat,1b04bf1ddf,162,136.729,2016-10-09T01:00:02+00:00
20928,e7e3459902,content_cat,0e01655b6c,1,0.559,2016-10-09T01:00:13+00:00
20929,e2840b67fe,content_cat,e0a1a8875a,1,2.212,2016-10-09T00:22:45+00:00
20930,94858885b6,content_cat,c75f2d3e90,1,0.34400000000000003,2016-10-09T01:27:12+00:00
20931,c076a5c810,content_cat,acd04daa5e,1,0.44,2016-10-09T00:32:53+00:00
20932,d475413d3b,content_cat,d4f5ac4934,75,169.689,2016-10-09T00:30:13+00:00
20933,75f30eb8a3,content_cat,acd04daa5e,1,0.521,2016-10-09T00:31:34+00:00
20934,02d243e53b,content_cat,1b04bf1ddf,1,0.921,2016-10-09T00:30:55+00:00
20935,4217f1dee4,content_cat,0e01655b6c,1,0.222,2016-10-09T00:43:43+00:00
20936,c076a5c810,content_cat,acd04daa5e,1,0.4,2016-10-09T00:35:40+00:00
20937,156728907c,content_cat,0e01655b6c,1,1.625,2016-10-09T00:20:07+00:00
20938,bfdb951d09,content_cat,6b31f71db3,123,191.721,2016-10-09T00:38:31+00:00
20939,2424bb0922,content_cat,ef09cdc812,249,165.449,2016-10-09T00:53:45+00:00
20940,3bb7c711f4,content_cat,ef09cdc812,247,152.881,2016-10-09T00:31:24+00:00
20941,02dfbab37d,content_cat,6b293993cd,137,121.049,2016-10-09T00:50:28+00:00
20942,62719bf1a6,content_cat,640c668fa4,227,286.15,2016-10-09T00:37:32+00:00
20943,55a17425dc,content_cat,2c6d3dbf35,159,190.174,2016-10-09T01:44:01+00:00
20944,26aaeafc1e,content_cat,b43c5fb2dc,1,0.14300000000000002,2016-10-09T00:37:42+00:00
20945,2f848d4d20,content_cat,6b293993cd,212,138.624,2016-10-09T00:39:05+00:00
20946,35b8658c19,content_cat,1b04bf1ddf,1,0.203,2016-10-09T01:05:29+00:00
20947,16941a2eed,content_cat,6f056e8cdf,151,187.821,2016-10-09T00:28:52+00:00
20948,3f5754caff,content_cat,6b293993cd,149,112.434,2016-10-09T00:25:43+00:00
20949,60dab6bbe3,content_cat,a5b0a234d4,118,235.708,2016-10-09T00:33:30+00:00
20950,16fb77e807,content_cat,bdf0a1daae,161,1018.598,2016-10-09T00:56:11+00:00
20951,97d22471b3,content_cat,52bfd4498d,248,205.597,2016-10-09T00:44:29+00:00
20952,9f23fd4ef0,content_cat,351aaaabe5,1,0.47000000000000003,2016-10-09T00:25:57+00:00
20953,156728907c,content_cat,0e01655b6c,1,0.858,2016-10-09T00:41:35+00:00
20954,f007d3804c,content_cat,6b293993cd,166,150.155,2016-10-09T01:03:21+00:00
20955,33b0e02de9,content_cat,a5f3743214,443,160.064,2016-10-09T01:28:05+00:00
20956,900a77b960,content_cat,d66dfccac1,166,181.918,2016-10-09T00:40:01+00:00
20957,3be611b395,content_cat,52bfd4498d,321,456.274,2016-10-09T00:29:50+00:00
20958,35b8658c19,content_cat,1b04bf1ddf,121,107.752,2016-10-09T01:08:45+00:00
20959,6769242895,content_cat,6f056e8cdf,150,211.583,2016-10-09T00:40:11+00:00
20960,b3e9d6ac4b,content_cat,b13f46ce25,126,92.404,2016-10-09T00:24:02+00:00
20961,54e652ff85,content_cat,6b31f71db3,143,197.738,2016-10-09T00:52:44+00:00
20962,8280fa8995,content_cat,6b293993cd,149,86.28,2016-10-09T00:44:34+00:00
20963,7059fa60ec,content_cat,e40c4f648e,216,169.684,2016-10-09T00:31:15+00:00
20964,9e0738a31b,content_cat,b13f46ce25,137,101.867,2016-10-09T00:22:13+00:00
20965,d4de845a4b,content_cat,44188e4241,1,0.215,2016-10-09T01:33:01+00:00
20966,e3f0b27fc1,content_cat,b13f46ce25,124,149.286,2016-10-09T00:40:58+00:00
20967,6d268cca0d,content_cat,b13f46ce25,1,0.297,2016-10-09T00:44:55+00:00
20968,3d91103bf6,content_cat,b43c5fb2dc,1,0.11,2016-10-09T01:02:58+00:00
20969,dea34b998f,content_cat,b43c5fb2dc,1,0.093,2016-10-09T00:33:49+00:00
20970,4a1c7d938d,content_cat,090ae1222f,37,64.274,2016-10-09T00:21:51+00:00
20971,a312c4dd58,content_cat,1b04bf1ddf,1,0.417,2016-10-09T01:10:54+00:00
20972,3e65065b19,content_cat,15d9893a9a,199,465.75,2016-10-09T00:40:16+00:00
20973,50bf38f2a5,content_cat,1b04bf1ddf,178,126.491,2016-10-09T01:45:01+00:00
20974,bfd2c32268,content_cat,acd04daa5e,1,0.492,2016-10-09T00:22:01+00:00
20975,b36f6950dc,content_cat,eea3631f6d,276,352.851,2016-10-09T01:02:46+00:00
20976,dd4d8cc3b4,content_cat,1b04bf1ddf,130,102.502,2016-10-09T01:50:00+00:00
20977,10f73743c5,content_cat,78216f1e20,241,320.607,2016-10-09T01:03:41+00:00
20978,7f3639f72a,content_cat,b43c5fb2dc,1,0.10300000000000001,2016-10-09T00:37:40+00:00
20979,88ba800d2a,content_cat,44188e4241,184,232.63,2016-10-09T01:54:24+00:00
20980,6d268cca0d,content_cat,b13f46ce25,1,0.28400000000000003,2016-10-09T00:42:53+00:00
20981,7a7076b775,content_cat,0e01655b6c,1,0.189,2016-10-09T00:47:40+00:00
20982,113c895c23,content_cat,acd04daa5e,1,0.384,2016-10-09T00:25:41+00:00
20983,36f8e35df1,content_cat,fd83688f89,290,236.124,2016-10-09T00:58:30+00:00
20984,f3d4785543,content_cat,246840317e,137,145.867,2016-10-09T00:41:15+00:00
20985,5c7fb495e0,content_cat,6b293993cd,165,99.425,2016-10-09T00:43:05+00:00
20986,a8b58939f7,content_cat,6b293993cd,147,102.692,2016-10-09T00:58:26+00:00
20987,4c1aca2237,content_cat,52bfd4498d,313,545.199,2016-10-09T00:53:40+00:00
20988,347ddca191,content_cat,1b04bf1ddf,159,161.517,2016-10-09T00:48:27+00:00
20989,c24d5ef721,content_cat,c881da89e8,1,0.439,2016-10-09T00:55:59+00:00
20990,c79f39d8f5,content_cat,b43c5fb2dc,13,38.807,2016-10-09T00:32:34+00:00
20991,39f8f03e2b,content_cat,ec4a36b386,239,176.897,2016-10-09T01:41:08+00:00
20992,113c895c23,content_cat,acd04daa5e,1,0.369,2016-10-09T00:24:27+00:00
20993,770e17470f,content_cat,b1e475ae3d,212,211.972,2016-10-09T01:43:48+00:00
20994,47a5cf8c70,content_cat,ee714f2d46,220,153.574,2016-10-09T00:29:12+00:00
20995,1efba4290b,content_cat,6b293993cd,186,106.824,2016-10-09T00:30:20+00:00
20996,f99ca12bde,content_cat,52bfd4498d,272,192.152,2016-10-09T00:33:09+00:00
20997,e2840b67fe,content_cat,e0a1a8875a,206,139.787,2016-10-09T00:27:00+00:00
20998,5dbf48d665,content_cat,b43c5fb2dc,42,39.665,2016-10-09T00:56:30+00:00
20999,abf84ce645,content_cat,d66dfccac1,1,0.10400000000000001,2016-10-09T00:40:03+00:00
21000,17f2f45576,content_cat,6b31f71db3,119,224.734,2016-10-09T00:23:56+00:00
21001,a0ee245d8d,content_cat,ee714f2d46,263,113.394,2016-10-09T00:36:53+00:00
21002,25c26437c4,content_cat,0e01655b6c,1,0.47800000000000004,2016-10-09T00:20:26+00:00
21003,8610e524b3,content_cat,e40c4f648e,201,136.321,2016-10-09T00:33:53+00:00
21004,5b45a3981c,content_cat,e0a85a6d94,1,0.184,2016-10-09T01:07:58+00:00
21005,23b0c5581a,content_cat,6c8addec95,342,345.772,2016-10-09T00:32:05+00:00
21006,ec7f6bd75c,content_cat,bdf0a1daae,148,499.976,2016-10-09T00:39:09+00:00
21007,491fdad5fe,content_cat,a5f3743214,365,167.844,2016-10-09T00:57:30+00:00
